"event_key","event_type","GeneID","geneSymbol","chr","strand","exon_start","exon_end","exon_length","size_category","dPSI","FDR"
"chr18:46916825:46916866:46913835:46921723:SE","SE","ENSMUSG00000024480","Ap3s1","chr18","+",46916825,46916866,41,"Small (30-50bp)",-0.757,0.000578400887225834
"chr2:20888010:20888040:20886662:20891916:SE","SE","ENSMUSG00000036591","Arhgap21","chr2","-",20888010,20888040,30,"Microexon (0-30bp)",0.21,4.24107750950333e-05
"chr11:97382469:97382492:97382056:97383876:SE","SE","ENSMUSG00000049807","Arhgap23","chr11","+",97382469,97382492,23,"Microexon (0-30bp)",0.228,8.00498907670246e-13
"chr7:24617944:24617956:24617425:24618608:SE","SE","ENSMUSG00000040940","Arhgef1","chr7","+",24617944,24617956,12,"Microexon (0-30bp)",0.131,0.000225967412359808
"chr3:87625535:87625565:87624827:87629663:SE","SE","ENSMUSG00000041977","Arhgef11","chr3","+",87625535,87625565,30,"Microexon (0-30bp)",0.146,2.78873270258153e-06
"chr14:52242335:52242356:52242199:52242445:SE","SE","ENSMUSG00000004562","Arhgef40","chr14","+",52242335,52242356,21,"Microexon (0-30bp)",-0.176,0.00878694833148361
"chr5:92553801:92553838:92552725:92557128:SE","SE","ENSMUSG00000034842","Art3","chr5","+",92553801,92553838,37,"Small (30-50bp)",-0.136,7.53265193187456e-06
"chr5:92553802:92553838:92552725:92557128:SE","SE","ENSMUSG00000034842","Art3","chr5","+",92553802,92553838,36,"Small (30-50bp)",-0.112,0.0444706993217716
"chr16:18219530:18219548:18219003:18220316:SE","SE","ENSMUSG00000118669","Arvcf","chr16","+",18219530,18219548,18,"Microexon (0-30bp)",0.166,7.88857169241047e-11
"chr4:9637658:9637703:9635969:9639197:SE","SE","ENSMUSG00000028207","Asph","chr4","-",9637658,9637703,45,"Small (30-50bp)",0.119,4.92559853045606e-10
"chr9:105370741:105370753:105347346:105371613:SE","SE","ENSMUSG00000032570","Atp2c1","chr9","-",105370741,105370753,12,"Microexon (0-30bp)",0.168,5.43819269842008e-06
"chr2:170212369:170212411:170191383:170220642:SE","SE","ENSMUSG00000013523","Bcas1","chr2","-",170212369,170212411,42,"Small (30-50bp)",0.139,0.0153058546894426
"chr11:85434753:85434798:85422769:85445015:SE","SE","ENSMUSG00000059439","Bcas3","chr11","+",85434753,85434798,45,"Small (30-50bp)",0.293,0.00387829859243398
"chr5:115810202:115810214:115808359:115811138:SE","SE","ENSMUSG00000041609","Bicdl1","chr5","-",115810202,115810214,12,"Microexon (0-30bp)",0.126,2.96143813022664e-09
"chr18:32562752:32562776:32559405:32564723:SE","SE","ENSMUSG00000024381","Bin1","chr18","+",32562752,32562776,24,"Microexon (0-30bp)",0.14,0.0132226098273639
"chr18:32562752:32562776:32559405:32565035:SE","SE","ENSMUSG00000024381","Bin1","chr18","+",32562752,32562776,24,"Microexon (0-30bp)",0.158,0.00216435526037455
"chr7:141554578:141554623:141552459:141556211:SE","SE","ENSMUSG00000053046","Brsk2","chr7","+",141554578,141554623,45,"Small (30-50bp)",0.177,3.78981443433466e-06
"chr7:141554578:141554626:141552459:141556211:SE","SE","ENSMUSG00000053046","Brsk2","chr7","+",141554578,141554626,48,"Small (30-50bp)",0.184,0.0014956495206172
"chr7:141554578:141554626:141552751:141556211:SE","SE","ENSMUSG00000053046","Brsk2","chr7","+",141554578,141554626,48,"Small (30-50bp)",0.131,0.03584981861456
"chr19:45394983:45395025:45352325:45425775:SE","SE","ENSMUSG00000025217","Btrc","chr19","+",45394983,45395025,42,"Small (30-50bp)",0.152,0.000812282191415622
"chr19:45394983:45395025:45352713:45444971:SE","SE","ENSMUSG00000025217","Btrc","chr19","+",45394983,45395025,42,"Small (30-50bp)",-0.275,6.97195304985411e-06
"chr6:143011911:143011944:143007587:143012781:SE","SE","ENSMUSG00000030279","C2cd5","chr6","-",143011911,143011944,33,"Small (30-50bp)",0.132,0
"chr9:47740674:47740707:47725243:47759464:SE","SE","ENSMUSG00000032076","Cadm1","chr9","+",47740674,47740707,33,"Small (30-50bp)",0.142,0.000107598174943054
"chr9:47740674:47740707:47730115:47759464:SE","SE","ENSMUSG00000032076","Cadm1","chr9","+",47740674,47740707,33,"Small (30-50bp)",0.107,0.000165635470976537
"chr14:20794671:20794716:20805726:20805770:20792821:20810211:MXE","MXE","ENSMUSG00000021820","Camk2g","chr14","-",20794671,20794716,45,"Small (30-50bp)",-0.107,0.0487953130060662
"chr1:136225021:136225054:136221159:136225479:SE","SE","ENSMUSG00000041570","Camsap2","chr1","-",136225021,136225054,33,"Small (30-50bp)",0.246,4.82489615225967e-06
"chrX:13462924:13462942:13453204:13466595:SE","SE","ENSMUSG00000031012","Cask","chrX","-",13462924,13462942,18,"Microexon (0-30bp)",0.169,0
"chr10:79972538:79972577:79972328:79972707:SE","SE","ENSMUSG00000035640","Cbarp","chr10","-",79972538,79972577,39,"Small (30-50bp)",-0.193,6.82236601168504e-07
"chr16:43712515:43712554:43710401:43718452:SE","SE","ENSMUSG00000022701","Ccdc191","chr16","+",43712515,43712554,39,"Small (30-50bp)",0.186,7.85526742502879e-05
"chr2:164911736:164911768:164908484:164912641:SE","SE","ENSMUSG00000017652","Cd40","chr2","+",164911736,164911768,32,"Small (30-50bp)",-0.152,1.82714629193345e-06
"chr2:120560949:120560983:120560580:120561182:SE","SE","ENSMUSG00000027284","Cdan1","chr2","-",120560949,120560983,34,"Small (30-50bp)",-0.264,0.0416129966932114
"chr1:179946300:179946348:179945308:179951488:SE","SE","ENSMUSG00000026490","Cdc42bpa","chr1","+",179946300,179946348,48,"Small (30-50bp)",0.18,1.18301469469446e-06
"chr1:179946300:179946348:179951488:179951527:179945308:179961861:MXE","MXE","ENSMUSG00000026490","Cdc42bpa","chr1","+",179946300,179946348,48,"Small (30-50bp)",0.107,0.000313086805728767
"chr9:59497917:59497966:59509859:59509988:59489641:59510082:MXE","MXE","ENSMUSG00000032297","Celf6","chr9","+",59497917,59497966,49,"Small (30-50bp)",0.103,0.00581067519350435
"chr9:102498894:102498927:102496959:102503102:SE","SE","ENSMUSG00000032534","Cep63","chr9","-",102498894,102498927,33,"Small (30-50bp)",-0.364,0.0257460231779752
"chr9:102500754:102500792:102498927:102503102:SE","SE","ENSMUSG00000032534","Cep63","chr9","-",102500754,102500792,38,"Small (30-50bp)",0.548,0.0030228753200067
"chr2:73540798:73540826:73510247:73546707:SE","SE","ENSMUSG00000056486","Chn1","chr2","-",73540798,73540826,28,"Microexon (0-30bp)",-0.173,0.00124751535681706
"chr9:113687648:113687672:113683414:113691253:SE","SE","ENSMUSG00000033392","Clasp2","chr9","+",113687648,113687672,24,"Microexon (0-30bp)",0.252,1.26060491336164e-07
"chr8:11254535:11254552:11253008:11256225:SE","SE","ENSMUSG00000031502","Col4a1","chr8","-",11254535,11254552,17,"Microexon (0-30bp)",0.116,0.029292636882421
"chr11:31868800:31868824:31839939:31870408:SE","SE","ENSMUSG00000020300","Cpeb4","chr11","+",31868800,31868824,24,"Microexon (0-30bp)",0.103,1.13081564246697e-05
"chr11:31868800:31868824:31858875:31870408:SE","SE","ENSMUSG00000020300","Cpeb4","chr11","+",31868800,31868824,24,"Microexon (0-30bp)",0.164,3.91008884983753e-05
"chr3:86695928:86695941:86694719:86696618:SE","SE","ENSMUSG00000028078","Dclk2","chr3","-",86695928,86695941,13,"Microexon (0-30bp)",0.13,0.0357757878867097
"chr3:86695928:86695941:86694719:86699301:SE","SE","ENSMUSG00000028078","Dclk2","chr3","-",86695928,86695941,13,"Microexon (0-30bp)",0.107,9.02838700735828e-07
"chr3:86738130:86738178:86732037:86739039:SE","SE","ENSMUSG00000028078","Dclk2","chr3","-",86738130,86738178,48,"Small (30-50bp)",0.136,1.01172471836732e-07
"chr6:83160917:83160938:83160315:83166058:SE","SE","ENSMUSG00000031865","Dctn1","chr6","+",83160917,83160938,21,"Microexon (0-30bp)",0.262,0
"chr6:83160917:83160938:83164745:83164766:83160315:83166058:MXE","MXE","ENSMUSG00000031865","Dctn1","chr6","+",83160917,83160938,21,"Microexon (0-30bp)",0.119,5.91769831934145e-05
"chr6:83163409:83163427:83164745:83164766:83160938:83166058:MXE","MXE","ENSMUSG00000031865","Dctn1","chr6","+",83163409,83163427,18,"Microexon (0-30bp)",0.272,0.00539272644434666
"chr6:83164745:83164766:83160938:83166058:SE","SE","ENSMUSG00000031865","Dctn1","chr6","+",83164745,83164766,21,"Microexon (0-30bp)",-0.137,2.3696378192652e-05
"chr18:60678428:60678449:60677218:60678819:SE","SE","ENSMUSG00000024603","Dctn4","chr18","+",60678428,60678449,21,"Microexon (0-30bp)",0.164,2.36488905850054e-07
"chr14:45866310:45866331:45858297:45867036:SE","SE","ENSMUSG00000037697","Ddhd1","chr14","-",45866310,45866331,21,"Microexon (0-30bp)",0.202,1.72061376212635e-05
"chr1:171158820:171158853:171157094:171165819:SE","SE","ENSMUSG00000013973","Dedd","chr1","+",171158820,171158853,33,"Small (30-50bp)",0.174,0
"chr1:171158820:171158853:171157260:171165819:SE","SE","ENSMUSG00000013973","Dedd","chr1","+",171158820,171158853,33,"Small (30-50bp)",0.109,9.41268011599817e-09
"chr1:138950842:138950886:138893968:138967737:SE","SE","ENSMUSG00000056268","Dennd1b","chr1","+",138950842,138950886,44,"Small (30-50bp)",0.187,0.00111649201585084
"chr10:76107209:76107239:76106291:76108366:SE","SE","ENSMUSG00000020231","Dip2a","chr10","-",76107209,76107239,30,"Microexon (0-30bp)",0.168,0.000735208041510314
"chr14:61861881:61861931:61841255:61862668:SE","SE","ENSMUSG00000097589","Dleu2","chr14","-",61861881,61861931,50,"Small (30-50bp)",-0.164,0.0427466608636049
"chr14:61861881:61861931:61862668:61862811:61851720:61869885:MXE","MXE","ENSMUSG00000097589","Dleu2","chr14","-",61861881,61861931,50,"Small (30-50bp)",-0.116,0.022310666860815
"chr16:31673470:31673506:31672702:31675258:SE","SE","ENSMUSG00000022770","Dlg1","chr16","+",31673470,31673506,36,"Small (30-50bp)",0.139,8.81268485011539e-07
"chr16:31673485:31673506:31666487:31675258:SE","SE","ENSMUSG00000022770","Dlg1","chr16","+",31673485,31673506,21,"Microexon (0-30bp)",-0.104,0.0218207418493108
"chrX:99855107:99855149:99856331:99856382:99853513:99856942:MXE","MXE","ENSMUSG00000000881","Dlg3","chrX","+",99855107,99855149,42,"Small (30-50bp)",0.101,0.0260867908289963
"chr2:32200462:32200499:32200039:32202138:SE","SE","ENSMUSG00000026825","Dnm1","chr2","-",32200462,32200499,37,"Small (30-50bp)",-0.104,0.0269272889583834
"chr9:21401953:21401965:21401090:21405799:SE","SE","ENSMUSG00000033335","Dnm2","chr9","+",21401953,21401965,12,"Microexon (0-30bp)",0.118,0.000947054302203747
"chr12:40844595:40844622:40840160:40844766:SE","SE","ENSMUSG00000035954","Dock4","chr12","+",40844595,40844622,27,"Microexon (0-30bp)",0.164,0
"chr14:121797336:121797372:121796545:121798001:SE","SE","ENSMUSG00000025558","Dock9","chr14","-",121797336,121797372,36,"Small (30-50bp)",0.19,0.0101146356328822
"chr9:86388923:86388953:86388572:86389556:SE","SE","ENSMUSG00000034973","Dop1a","chr9","+",86388923,86388953,30,"Microexon (0-30bp)",0.195,0.042844740993165
"chr12:3824569:3824610:3823640:3829618:SE","SE","ENSMUSG00000071454","Dtnb","chr12","+",3824569,3824610,41,"Small (30-50bp)",-0.187,3.98457234897981e-05
"chr1:151688504:151688519:151687455:151694060:SE","SE","ENSMUSG00000043019","Edem3","chr1","+",151688504,151688519,15,"Microexon (0-30bp)",0.115,0.00404923577228385
"chr1:151688504:151688552:151687455:151694060:SE","SE","ENSMUSG00000043019","Edem3","chr1","+",151688504,151688552,48,"Small (30-50bp)",0.105,0.000635778430255848
"chr16:20493535:20493556:20493064:20494093:SE","SE","ENSMUSG00000045983","Eif4g1","chr16","+",20493535,20493556,21,"Microexon (0-30bp)",0.166,1.83302648422216e-13
"chr11:61425403:61425439:61424507:61426096:SE","SE","ENSMUSG00000001036","Epn2","chr11","-",61425403,61425439,36,"Small (30-50bp)",0.122,7.70019309919651e-05
"chr6:119711041:119711053:119699269:119720248:SE","SE","ENSMUSG00000030172","Erc1","chr6","-",119711041,119711053,12,"Microexon (0-30bp)",0.163,2.75166287953894e-05
"chr2:155857296:155857311:155853326:155857908:SE","SE","ENSMUSG00000005881","Ergic3","chr2","+",155857296,155857311,15,"Microexon (0-30bp)",0.169,0
"chr11:5041459:5041477:5038146:5041858:SE","SE","ENSMUSG00000009079","Ewsr1","chr11","-",5041459,5041477,18,"Microexon (0-30bp)",0.222,0
"chr5:76688593:76688614:76685704:76689897:SE","SE","ENSMUSG00000036435","Exoc1","chr5","+",76688593,76688614,21,"Microexon (0-30bp)",0.252,1.58910376195037e-06
"chr11:116184100:116184139:116183410:116184797:SE","SE","ENSMUSG00000020792","Exoc7","chr11","-",116184100,116184139,39,"Small (30-50bp)",0.169,2.46650849294221e-07
"chr9:119274352:119274387:119274216:119276014:SE","SE","ENSMUSG00000042787","Exog","chr9","+",119274352,119274387,35,"Small (30-50bp)",-0.15,0.00871617407300527
"chr4:132384888:132384927:132384099:132389205:SE","SE","ENSMUSG00000028886","Eya3","chr4","+",132384888,132384927,39,"Small (30-50bp)",0.204,1.83302648422216e-13
"chr4:132384888:132384927:132389205:132389249:132384099:132417015:MXE","MXE","ENSMUSG00000028886","Eya3","chr4","+",132384888,132384927,39,"Small (30-50bp)",0.207,4.6526657512411e-06
"chr7:100467942:100467969:100462207:100473338:SE","SE","ENSMUSG00000029461","Fam168a","chr7","+",100467942,100467969,27,"Microexon (0-30bp)",-0.191,1.19363993167714e-06
"chr19:60208761:60208792:60208571:60214663:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60208761,60208792,31,"Small (30-50bp)",-0.194,5.54044420961763e-11
"chr19:60208761:60208792:60208571:60214741:SE","SE","ENSMUSG00000057858","Fam204a","chr19","-",60208761,60208792,31,"Small (30-50bp)",-0.138,0.0249443254739075
"chr3:127681603:127681634:127664649:127689682:SE","SE","ENSMUSG00000050549","Fam241a","chr3","-",127681603,127681634,31,"Small (30-50bp)",0.154,0.000166478503906857
"chr5:110563895:110563931:110543940:110580766:SE","SE","ENSMUSG00000043323","Fbrsl1","chr5","-",110563895,110563931,36,"Small (30-50bp)",-0.145,0.00404923577228385
"chr7:30746797:30746827:30744452:30750780:SE","SE","ENSMUSG00000036578","Fxyd7","chr7","-",30746797,30746827,30,"Microexon (0-30bp)",0.198,0.000914872697111681
"chr17:22511388:22511436:22528485:22528578:22508876:22532217:MXE","MXE","ENSMUSG00000117284","Gm7072","chr17","-",22511388,22511436,48,"Small (30-50bp)",0.141,0.036465184818851
"chr2:174169900:174169924:174169734:174176004:SE","SE","ENSMUSG00000027523","Gnas","chr2","+",174169900,174169924,24,"Microexon (0-30bp)",0.15,8.39408628074766e-11
"chr7:30832644:30832656:30832290:30833415:SE","SE","ENSMUSG00000001248","Gramd1a","chr7","-",30832644,30832656,12,"Microexon (0-30bp)",0.183,0
"chr9:40211735:40211747:40211392:40214793:SE","SE","ENSMUSG00000040111","Gramd1b","chr9","-",40211735,40211747,12,"Microexon (0-30bp)",0.133,6.265064870653e-05
"chr8:57771440:57771482:57767649:57773723:SE","SE","ENSMUSG00000100510","Hand2os1","chr8","-",57771440,57771482,42,"Small (30-50bp)",0.308,0.00031990563030739
"chr5:149118808:149118845:148987561:149121257:SE","SE","ENSMUSG00000066551","Hmgb1","chr5","-",149118808,149118845,37,"Small (30-50bp)",-0.178,0.00138310450317866
"chr6:51441407:51441431:51441191:51442158:SE","SE","ENSMUSG00000004980","Hnrnpa2b1","chr6","-",51441407,51441431,24,"Microexon (0-30bp)",-0.167,1.60289999095546e-11
"chr9:44685479:44685528:44685081:44689890:SE","SE","ENSMUSG00000002031","Ift46","chr9","+",44685479,44685528,49,"Small (30-50bp)",0.103,0.00318488327296499
"chr6:113451513:113451558:113451233:113453359:SE","SE","ENSMUSG00000030281","Il17rc","chr6","+",113451513,113451558,45,"Small (30-50bp)",0.114,0.000203557484841374
"chr1:37413355:37413370:37411500:37416658:SE","SE","ENSMUSG00000026113","Inpp4a","chr1","+",37413355,37413370,15,"Microexon (0-30bp)",0.181,0.000806405267909375
"chr1:37422419:37422452:37419141:37426778:SE","SE","ENSMUSG00000026113","Inpp4a","chr1","+",37422419,37422452,33,"Small (30-50bp)",0.23,6.96191111593124e-08
"chr9:108673739:108673771:108673595:108673853:SE","SE","ENSMUSG00000032599","Ip6k2","chr9","+",108673739,108673771,32,"Small (30-50bp)",0.141,2.0295899336164e-10
"chr9:108673739:108673771:108673595:108674482:SE","SE","ENSMUSG00000032599","Ip6k2","chr9","+",108673739,108673771,32,"Small (30-50bp)",0.202,0.00135350089455971
"chr9:108673739:108673771:108673869:108673982:108673595:108674405:MXE","MXE","ENSMUSG00000032599","Ip6k2","chr9","+",108673739,108673771,32,"Small (30-50bp)",0.216,0.000165393698964988
"chr6:90764099:90764144:90671832:90786749:SE","SE","ENSMUSG00000034312","Iqsec1","chr6","-",90764099,90764144,45,"Small (30-50bp)",0.213,0.000203414095322047
"chr6:145083771:145083812:145083333:145083907:SE","SE","ENSMUSG00000030263","Irag2","chr6","+",145083771,145083812,41,"Small (30-50bp)",0.4,0.00020670684657125
"chr4:152519238:152519280:152497317:152520261:SE","SE","ENSMUSG00000028931","Kcnab2","chr4","-",152519238,152519280,42,"Small (30-50bp)",0.133,1.32970738018292e-08
"chr7:44247013:44247043:44245692:44247804:SE","SE","ENSMUSG00000062785","Kcnc3","chr7","+",44247013,44247043,30,"Microexon (0-30bp)",0.151,1.7021590643803e-05
"chr7:44247013:44247043:44245692:44247807:SE","SE","ENSMUSG00000062785","Kcnc3","chr7","+",44247013,44247043,30,"Microexon (0-30bp)",0.326,0.00035228058859102
"chr2:180745434:180745464:180742411:180746679:SE","SE","ENSMUSG00000016346","Kcnq2","chr2","-",180745434,180745464,30,"Microexon (0-30bp)",0.153,1.25008143371497e-12
"chr1:21536606:21536633:21527848:21539693:SE","SE","ENSMUSG00000028033","Kcnq5","chr1","-",21536606,21536633,27,"Microexon (0-30bp)",0.353,0.016825005150273
"chr13:47018294:47018307:47001862:47082691:SE","SE","ENSMUSG00000021375","Kif13a","chr13","-",47018294,47018307,13,"Microexon (0-30bp)",0.115,0.0476513745860557
"chr11:78921906:78921948:78919909:78924043:SE","SE","ENSMUSG00000018334","Ksr1","chr11","-",78921906,78921948,42,"Small (30-50bp)",0.203,0.028054910620087
"chr5:67150485:67150521:67132005:67154462:SE","SE","ENSMUSG00000037736","Limch1","chr5","+",67150485,67150521,36,"Small (30-50bp)",-0.131,0.0015000099963555
"chr11:3311782:3311825:3311108:3342916:SE","SE","ENSMUSG00000020451","Limk2","chr11","-",3311782,3311825,43,"Small (30-50bp)",-0.127,0.00295924060295074
"chr1:36468503:36468536:36467542:36477830:SE","SE","ENSMUSG00000001143","Lman2l","chr1","-",36468503,36468536,33,"Small (30-50bp)",0.204,0
"chr1:36468503:36468536:36467542:36478689:SE","SE","ENSMUSG00000001143","Lman2l","chr1","-",36468503,36468536,33,"Small (30-50bp)",0.228,7.43889692715926e-06
"chr9:110996267:110996312:111011886:111011955:110990457:111017829:MXE","MXE","ENSMUSG00000032497","Lrrfip2","chr9","+",110996267,110996312,45,"Small (30-50bp)",0.142,0.0469792286023311
"chr7:66874123:66874149:66873639:66875611:SE","SE","ENSMUSG00000043831","Lysmd4","chr7","+",66874123,66874149,26,"Microexon (0-30bp)",0.106,0.0348177002792262
"chr2:90971153:90971162:90970971:90973100:SE","SE","ENSMUSG00000040687","Madd","chr2","-",90971153,90971162,9,"Microexon (0-30bp)",0.143,0.000297928868703475
"chr11:120520811:120520842:120520707:120521313:SE","SE","ENSMUSG00000051510","Mafg","chr11","-",120520811,120520842,31,"Small (30-50bp)",0.201,0.00025643802318943
"chr11:120520811:120520842:120520707:120524187:SE","SE","ENSMUSG00000051510","Mafg","chr11","-",120520811,120520842,31,"Small (30-50bp)",0.157,0.00124751535681706
"chr17:25127384:25127402:25126360:25128123:SE","SE","ENSMUSG00000024163","Mapk8ip3","chr17","-",25127384,25127402,18,"Microexon (0-30bp)",0.149,0
"chr17:25127384:25127402:25128123:25128135:25126360:25131721:MXE","MXE","ENSMUSG00000024163","Mapk8ip3","chr17","-",25127384,25127402,18,"Microexon (0-30bp)",-0.191,2.92207409784125e-10
"chr2:119843781:119843799:119843575:119844099:SE","SE","ENSMUSG00000033902","Mapkbp1","chr2","+",119843781,119843799,18,"Microexon (0-30bp)",0.12,0.000138854636536258
"chr2:60077831:60077856:60075604:60078233:SE","SE","ENSMUSG00000026977","Marchf7","chr2","+",60077831,60077856,25,"Microexon (0-30bp)",0.187,2.84857067591192e-07
"chr10:127132585:127132609:127132502:127132741:SE","SE","ENSMUSG00000040354","Mars1","chr10","-",127132585,127132609,24,"Microexon (0-30bp)",-0.123,8.84120397101463e-07
"chr4:116190609:116190630:116187666:116194618:SE","SE","ENSMUSG00000003810","Mast2","chr4","-",116190609,116190630,21,"Microexon (0-30bp)",0.248,0
"chr12:77008036:77008063:77000050:77008763:SE","SE","ENSMUSG00000059436","Max","chr12","-",77008036,77008063,27,"Microexon (0-30bp)",0.148,3.18154548488872e-06
"chr14:120640747:120640783:120634016:120642049:SE","SE","ENSMUSG00000022139","Mbnl2","chr14","+",120640747,120640783,36,"Small (30-50bp)",0.145,2.06151569147105e-05
"chr14:120640747:120640783:120634016:120666346:SE","SE","ENSMUSG00000022139","Mbnl2","chr14","+",120640747,120640783,36,"Small (30-50bp)",0.113,0.00276681893539065
"chr1:82723244:82723277:82713228:82724803:SE","SE","ENSMUSG00000026150","Mff","chr1","+",82723244,82723277,33,"Small (30-50bp)",0.146,0.00576373073023083
"chr16:4752058:4752103:4750162:4754759:SE","SE","ENSMUSG00000022517","Mgrn1","chr16","+",4752058,4752103,45,"Small (30-50bp)",0.14,0.0280652123426945
"chr10:122858990:122858993:122858849:122859814:SE","SE","ENSMUSG00000034602","Mon2","chr10","-",122858990,122858993,3,"Microexon (0-30bp)",0.104,0.00513475016025838
"chr17:35262704:35262740:35260491:35263000:SE","SE","ENSMUSG00000007035","Msh5","chr17","-",35262704,35262740,36,"Small (30-50bp)",-0.162,0.0499647818891233
"chr11:77706681:77706717:77669140:77708444:SE","SE","ENSMUSG00000000631","Myo18a","chr11","+",77706681,77706717,36,"Small (30-50bp)",0.169,0.000733043013247745
"chr3:55901468:55901477:55899935:55907907:SE","SE","ENSMUSG00000027799","Nbea","chr3","-",55901468,55901477,9,"Microexon (0-30bp)",0.201,1.83302648422216e-13
"chr2:156771851:156771890:156770801:156773135:SE","SE","ENSMUSG00000027634","Ndrg3","chr2","-",156771851,156771890,39,"Small (30-50bp)",0.113,7.3015169289544e-05
"chr11:4730577:4730622:4718273:4732186:SE","SE","ENSMUSG00000009073","Nf2","chr11","-",4730577,4730622,45,"Small (30-50bp)",0.174,1.62465065210454e-10
"chr4:135182183:135182215:135179883:135191096:SE","SE","ENSMUSG00000028803","Nipal3","chr4","-",135182183,135182215,32,"Small (30-50bp)",0.158,4.5723219909902e-06
"chr2:51862599:51862639:51850672:51862920:SE","SE","ENSMUSG00000026946","Nmi","chr2","-",51862599,51862639,40,"Small (30-50bp)",0.198,0.0123671811189928
"chr5:31403665:31403689:31403189:31404685:SE","SE","ENSMUSG00000029148","Nrbp1","chr5","+",31403665,31403689,24,"Microexon (0-30bp)",0.114,1.54455389076641e-06
"chr8:32321232:32321256:32323180:32323258:32316383:32327697:MXE","MXE","ENSMUSG00000062991","Nrg1","chr8","-",32321232,32321256,24,"Microexon (0-30bp)",-0.149,1.79724354088349e-05
"chr12:88817048:88817078:88799340:89153791:SE","SE","ENSMUSG00000066392","Nrxn3","chr12","+",88817048,88817078,30,"Microexon (0-30bp)",-0.277,0.00398410740864226
"chr2:24947976:24947982:24948264:24948333:24947188:24949032:MXE","MXE","ENSMUSG00000006476","Nsmf","chr2","+",24947976,24947982,6,"Microexon (0-30bp)",0.141,0.0275405228459169
"chr6:56900051:56900097:56890879:56900656:SE","SE","ENSMUSG00000029780","Nt5c3","chr6","-",56900051,56900097,46,"Small (30-50bp)",0.166,0.00952418497967253
"chr11:77579112:77579157:77578637:77582367:SE","SE","ENSMUSG00000037857","Nufip2","chr11","+",77579112,77579157,45,"Small (30-50bp)",0.315,0.0120976829385297
"chr2:80454669:80454704:80451584:80472968:SE","SE","ENSMUSG00000026999","Nup35","chr2","+",80454669,80454704,35,"Small (30-50bp)",-0.356,0.00538143232175667
"chr5:73451308:73451353:73450319:73452268:SE","SE","ENSMUSG00000029152","Ociad1","chr5","+",73451308,73451353,45,"Small (30-50bp)",-0.116,0.00523039684034936
"chr15:83267823:83267829:83266084:83269187:SE","SE","ENSMUSG00000016664","Pacsin2","chr15","-",83267823,83267829,6,"Microexon (0-30bp)",0.132,1.47590581058568e-08
